T,m,chi,E,Cv,dm/dbeta,binder,dbinder/dbeta
0.902,9.94785110e-01,1.13276903e+02,-1.97935313e+00,6.37282061e-03,6.86613556e-01,6.66664533e-01,1.68717220e-05
0.903,9.94782992e-01,1.14254606e+02,-1.97934674e+00,6.42157389e-03,6.93353699e-01,6.66664513e-01,1.70342169e-05
0.904,9.94780859e-01,1.15238276e+02,-1.97934029e+00,6.47057578e-03,7.00144465e-01,6.66664492e-01,1.71979005e-05
0.905,9.94778709e-01,1.16227914e+02,-1.97933380e+00,6.51982628e-03,7.06986021e-01,6.66664470e-01,1.73627093e-05
0.906,9.94776543e-01,1.17223558e+02,-1.97932725e+00,6.56932649e-03,7.13878715e-01,6.66664449e-01,1.75287345e-05
0.907,9.94774360e-01,1.18225214e+02,-1.97932066e+00,6.61907658e-03,7.20822743e-01,6.66664428e-01,1.76959391e-05
0.908,9.94772161e-01,1.19232897e+02,-1.97931401e+00,6.66907697e-03,7.27818340e-01,6.66664406e-01,1.78643183e-05
0.909,9.94769946e-01,1.20246630e+02,-1.97930732e+00,6.71932831e-03,7.34865786e-01,6.66664384e-01,1.80339042e-05
0.910,9.94767715e-01,1.21266421e+02,-1.97930057e+00,6.76983083e-03,7.41965286e-01,6.66664362e-01,1.82046644e-05
0.911,9.94765466e-01,1.22292305e+02,-1.97929378e+00,6.82058550e-03,7.49117171e-01,6.66664340e-01,1.83766757e-05
0.912,9.94763201e-01,1.23324280e+02,-1.97928693e+00,6.87159231e-03,7.56321608e-01,6.66664318e-01,1.85498729e-05
0.913,9.94760920e-01,1.24362372e+02,-1.97928004e+00,6.92285195e-03,7.63578885e-01,6.66664296e-01,1.87242936e-05
0.914,9.94758621e-01,1.25406594e+02,-1.97927309e+00,6.97436485e-03,7.70889242e-01,6.66664273e-01,1.88999354e-05
0.915,9.94756306e-01,1.26456956e+02,-1.97926609e+00,7.02613125e-03,7.78252892e-01,6.66664251e-01,1.90767724e-05
0.916,9.94753973e-01,1.27513485e+02,-1.97925903e+00,7.07815195e-03,7.85670138e-01,6.66664228e-01,1.92548538e-05
0.917,9.94751624e-01,1.28576198e+02,-1.97925193e+00,7.13042743e-03,7.93141236e-01,6.66664205e-01,1.94341878e-05
0.918,9.94749257e-01,1.29645106e+02,-1.97924477e+00,7.18295800e-03,8.00666407e-01,6.66664181e-01,1.96147554e-05
0.919,9.94746873e-01,1.30720226e+02,-1.97923756e+00,7.23574417e-03,8.08245912e-01,6.66664158e-01,1.97965688e-05
0.920,9.94744472e-01,1.31801573e+02,-1.97923030e+00,7.28878636e-03,8.15879993e-01,6.66664135e-01,1.99796232e-05
0.921,9.94742054e-01,1.32889165e+02,-1.97922299e+00,7.34208510e-03,8.23568914e-01,6.66664111e-01,2.01639356e-05
0.922,9.94739618e-01,1.33983015e+02,-1.97921562e+00,7.39564077e-03,8.31312913e-01,6.66664087e-01,2.03494959e-05
0.923,9.94737164e-01,1.35083155e+02,-1.97920819e+00,7.44945426e-03,8.39112315e-01,6.66664063e-01,2.05363710e-05
0.924,9.94734693e-01,1.36189576e+02,-1.97920072e+00,7.50352540e-03,8.46967266e-01,6.66664039e-01,2.07244742e-05
0.925,9.94732204e-01,1.37302314e+02,-1.97919319e+00,7.55785518e-03,8.54878109e-01,6.66664014e-01,2.09138839e-05
0.926,9.94729697e-01,1.38421372e+02,-1.97918560e+00,7.61244370e-03,8.62845035e-01,6.66663990e-01,2.11045540e-05
0.927,9.94727173e-01,1.39546772e+02,-1.97917796e+00,7.66729162e-03,8.70868335e-01,6.66663965e-01,2.12965163e-05
0.928,9.94724630e-01,1.40678536e+02,-1.97917027e+00,7.72239955e-03,8.78948288e-01,6.66663940e-01,2.14897979e-05
0.929,9.94722069e-01,1.41816668e+02,-1.97916252e+00,7.77776769e-03,8.87085104e-01,6.66663915e-01,2.16843624e-05
0.930,9.94719491e-01,1.42961197e+02,-1.97915471e+00,7.83339683e-03,8.95279094e-01,6.66663890e-01,2.18802620e-05
0.931,9.94716894e-01,1.44112116e+02,-1.97914685e+00,7.88928682e-03,9.03530411e-01,6.66663865e-01,2.20774131e-05
0.932,9.94714279e-01,1.45269470e+02,-1.97913893e+00,7.94543896e-03,9.11839457e-01,6.66663839e-01,2.22759423e-05
0.933,9.94711645e-01,1.46433247e+02,-1.97913096e+00,8.00185294e-03,9.20206352e-01,6.66663813e-01,2.24757370e-05
0.934,9.94708993e-01,1.47603480e+02,-1.97912293e+00,8.05852976e-03,9.28631449e-01,6.66663788e-01,2.26768840e-05
0.935,9.94706322e-01,1.48780174e+02,-1.97911484e+00,8.11546953e-03,9.37114946e-01,6.66663761e-01,2.28793330e-05
0.936,9.94703633e-01,1.49963371e+02,-1.97910670e+00,8.17267350e-03,9.45657237e-01,6.66663735e-01,2.30832043e-05
0.937,9.94700925e-01,1.51153049e+02,-1.97909850e+00,8.23014110e-03,9.54258401e-01,6.66663709e-01,2.32883493e-05
0.938,9.94698199e-01,1.52349239e+02,-1.97909024e+00,8.28787329e-03,9.62918784e-01,6.66663682e-01,2.34948442e-05
0.939,9.94695453e-01,1.53551958e+02,-1.97908192e+00,8.34587052e-03,9.71638643e-01,6.66663655e-01,2.37026908e-05
0.940,9.94692689e-01,1.54761223e+02,-1.97907355e+00,8.40413333e-03,9.80418254e-01,6.66663628e-01,2.39119054e-05
0.941,9.94689905e-01,1.55977055e+02,-1.97906511e+00,8.46266235e-03,9.89257907e-01,6.66663601e-01,2.41225152e-05
0.942,9.94687103e-01,1.57199455e+02,-1.97905662e+00,8.52145769e-03,9.98157797e-01,6.66663574e-01,2.43344690e-05
0.943,9.94684281e-01,1.58428451e+02,-1.97904807e+00,8.58052019e-03,1.00711826e+00,6.66663546e-01,2.45478278e-05
0.944,9.94681440e-01,1.59664045e+02,-1.97903946e+00,8.63984995e-03,1.01613948e+00,6.66663519e-01,2.47625381e-05
0.945,9.94678580e-01,1.60906266e+02,-1.97903079e+00,8.69944785e-03,1.02522180e+00,6.66663491e-01,2.49786676e-05
0.946,9.94675700e-01,1.62155120e+02,-1.97902206e+00,8.75931411e-03,1.03436544e+00,6.66663463e-01,2.51961792e-05
0.947,9.94672800e-01,1.63410616e+02,-1.97901327e+00,8.81944908e-03,1.04357065e+00,6.66663434e-01,2.54150598e-05
0.948,9.94669882e-01,1.64672789e+02,-1.97900442e+00,8.87985378e-03,1.05283778e+00,6.66663406e-01,2.56353940e-05
0.949,9.94666943e-01,1.65941641e+02,-1.97899551e+00,8.94052831e-03,1.06216703e+00,6.66663377e-01,2.58571306e-05
0.950,9.94663985e-01,1.67217183e+02,-1.97898654e+00,9.00147311e-03,1.07155867e+00,6.66663349e-01,2.60802635e-05
0.951,9.94661006e-01,1.68499442e+02,-1.97897751e+00,9.06268898e-03,1.08101302e+00,6.66663320e-01,2.63048480e-05
0.952,9.94658008e-01,1.69788413e+02,-1.97896842e+00,9.12417590e-03,1.09053024e+00,6.66663290e-01,2.65308091e-05
0.953,9.94654990e-01,1.71084139e+02,-1.97895926e+00,9.18593507e-03,1.10011076e+00,6.66663261e-01,2.67582613e-05
0.954,9.94651952e-01,1.72386620e+02,-1.97895004e+00,9.24796664e-03,1.10975476e+00,6.66663232e-01,2.69871570e-05
0.955,9.94648893e-01,1.73695864e+02,-1.97894076e+00,9.31027094e-03,1.11946249e+00,6.66663202e-01,2.72174732e-05
0.956,9.94645814e-01,1.75011895e+02,-1.97893142e+00,9.37284869e-03,1.12923427e+00,6.66663172e-01,2.74492517e-05
0.957,9.94642715e-01,1.76334722e+02,-1.97892202e+00,9.43570025e-03,1.13907034e+00,6.66663142e-01,2.76824734e-05
0.958,9.94639596e-01,1.77664371e+02,-1.97891255e+00,9.49882644e-03,1.14897104e+00,6.66663111e-01,2.79171914e-05
0.959,9.94636456e-01,1.79000854e+02,-1.97890302e+00,9.56222768e-03,1.15893661e+00,6.66663081e-01,2.81534000e-05
0.960,9.94633295e-01,1.80344171e+02,-1.97889343e+00,9.62590412e-03,1.16896727e+00,6.66663050e-01,2.83910458e-05
0.961,9.94630113e-01,1.81694352e+02,-1.97888377e+00,9.68985670e-03,1.17906338e+00,6.66663019e-01,2.86302007e-05
0.962,9.94626911e-01,1.83051403e+02,-1.97887405e+00,9.75408565e-03,1.18922516e+00,6.66662988e-01,2.88708276e-05
0.963,9.94623688e-01,1.84415345e+02,-1.97886426e+00,9.81859173e-03,1.19945293e+00,6.66662957e-01,2.91129664e-05
0.964,9.94620444e-01,1.85786192e+02,-1.97885441e+00,9.88337541e-03,1.20974695e+00,6.66662925e-01,2.93566153e-05
0.965,9.94617179e-01,1.87163954e+02,-1.97884449e+00,9.94843714e-03,1.22010750e+00,6.66662894e-01,2.96017674e-05
0.966,9.94613893e-01,1.88548646e+02,-1.97883451e+00,1.00137774e-02,1.23053485e+00,6.66662862e-01,2.98484229e-05
0.967,9.94610586e-01,1.89940293e+02,-1.97882447e+00,1.00793971e-02,1.24102934e+00,6.66662830e-01,3.00966324e-05
0.968,9.94607257e-01,1.91338903e+02,-1.97881435e+00,1.01452965e-02,1.25159121e+00,6.66662797e-01,3.03463816e-05
0.969,9.94603907e-01,1.92744485e+02,-1.97880418e+00,1.02114760e-02,1.26222073e+00,6.66662765e-01,3.05976459e-05
0.970,9.94600536e-01,1.94157061e+02,-1.97879393e+00,1.02779365e-02,1.27291821e+00,6.66662732e-01,3.08504673e-05
0.971,9.94597143e-01,1.95576633e+02,-1.97878362e+00,1.03446780e-02,1.28368388e+00,6.66662699e-01,3.11047959e-05
0.972,9.94593728e-01,1.97003232e+02,-1.97877324e+00,1.04117017e-02,1.29451810e+00,6.66662666e-01,3.13607122e-05
0.973,9.94590292e-01,1.98436874e+02,-1.97876280e+00,1.04790081e-02,1.30542117e+00,6.66662633e-01,3.16182217e-05
0.974,9.94586834e-01,1.99877559e+02,-1.97875228e+00,1.05465973e-02,1.31639331e+00,6.66662599e-01,3.18772727e-05
0.975,9.94583354e-01,2.01325310e+02,-1.97874170e+00,1.06144703e-02,1.32743485e+00,6.66662566e-01,3.21379095e-05
0.976,9.94579852e-01,2.02780150e+02,-1.97873105e+00,1.06826277e-02,1.33854612e+00,6.66662532e-01,3.24001693e-05
0.977,9.94576328e-01,2.04242060e+02,-1.97872034e+00,1.07510693e-02,1.34972725e+00,6.66662498e-01,3.26639246e-05
0.978,9.94572782e-01,2.05711102e+02,-1.97870955e+00,1.08197968e-02,1.36097875e+00,6.66662463e-01,3.29293706e-05
0.979,9.94569213e-01,2.07187251e+02,-1.97869870e+00,1.08888100e-02,1.37230075e+00,6.66662429e-01,3.31963609e-05
0.980,9.94565623e-01,2.08670549e+02,-1.97868777e+00,1.09581100e-02,1.38369364e+00,6.66662394e-01,3.34650043e-05
0.981,9.94562010e-01,2.10161011e+02,-1.97867678e+00,1.10276974e-02,1.39515775e+00,6.66662359e-01,3.37353164e-05
0.982,9.94558374e-01,2.11658616e+02,-1.97866572e+00,1.10975720e-02,1.40669319e+00,6.66662324e-01,3.40071501e-05
0.983,9.94554716e-01,2.13163423e+02,-1.97865459e+00,1.11677355e-02,1.41830047e+00,6.66662289e-01,3.42807020e-05
0.984,9.94551035e-01,2.14675426e+02,-1.97864338e+00,1.12381879e-02,1.42997980e+00,6.66662253e-01,3.45558910e-05
0.985,9.94547332e-01,2.16194633e+02,-1.97863211e+00,1.13089298e-02,1.44173144e+00,6.66662217e-01,3.48326966e-05
0.986,9.94543605e-01,2.17721074e+02,-1.97862077e+00,1.13799622e-02,1.45355577e+00,6.66662181e-01,3.51111893e-05
0.987,9.94539856e-01,2.19254762e+02,-1.97860935e+00,1.14512856e-02,1.46545309e+00,6.66662145e-01,3.53913687e-05
0.988,9.94536084e-01,2.20795697e+02,-1.97859786e+00,1.15229002e-02,1.47742361e+00,6.66662109e-01,3.56731756e-05
0.989,9.94532288e-01,2.22343909e+02,-1.97858630e+00,1.15948072e-02,1.48946773e+00,6.66662072e-01,3.59566907e-05
0.990,9.94528470e-01,2.23899412e+02,-1.97857467e+00,1.16670071e-02,1.50158575e+00,6.66662035e-01,3.62419073e-05
0.991,9.94524628e-01,2.25462209e+02,-1.97856297e+00,1.17395004e-02,1.51377791e+00,6.66661998e-01,3.65287876e-05
0.992,9.94520763e-01,2.27032342e+02,-1.97855119e+00,1.18122883e-02,1.52604466e+00,6.66661961e-01,3.68174506e-05
0.993,9.94516874e-01,2.28609797e+02,-1.97853935e+00,1.18853707e-02,1.53838617e+00,6.66661923e-01,3.71077834e-05
0.994,9.94512962e-01,2.30194593e+02,-1.97852742e+00,1.19587486e-02,1.55080277e+00,6.66661885e-01,3.73998127e-05
0.995,9.94509026e-01,2.31786762e+02,-1.97851543e+00,1.20324229e-02,1.56329486e+00,6.66661848e-01,3.76936139e-05
0.996,9.94505067e-01,2.33386303e+02,-1.97850336e+00,1.21063940e-02,1.57586266e+00,6.66661809e-01,3.79891284e-05
0.997,9.94501083e-01,2.34993242e+02,-1.97849121e+00,1.21806628e-02,1.58850656e+00,6.66661771e-01,3.82864073e-05
0.998,9.94497076e-01,2.36607595e+02,-1.97847900e+00,1.22552301e-02,1.60122687e+00,6.66661732e-01,3.85854630e-05
0.999,9.94493045e-01,2.38229361e+02,-1.97846670e+00,1.23300961e-02,1.61402384e+00,6.66661693e-01,3.88862386e-05
1.000,9.94488990e-01,2.39858584e+02,-1.97845434e+00,1.24052623e-02,1.62689792e+00,6.66661654e-01,3.91888546e-05
1.001,9.94484911e-01,2.41495255e+02,-1.97844189e+00,1.24807288e-02,1.63984932e+00,6.66661615e-01,3.94932200e-05
1.002,9.94480807e-01,2.43139397e+02,-1.97842937e+00,1.25564966e-02,1.65287839e+00,6.66661576e-01,3.97993773e-05
1.003,9.94476679e-01,2.44791034e+02,-1.97841678e+00,1.26325665e-02,1.66598551e+00,6.66661536e-01,4.01073668e-05
1.004,9.94472527e-01,2.46450169e+02,-1.97840411e+00,1.27089391e-02,1.67917094e+00,6.66661496e-01,4.04171437e-05
1.005,9.94468350e-01,2.48116821e+02,-1.97839136e+00,1.27856151e-02,1.69243503e+00,6.66661456e-01,4.07287344e-05
1.006,9.94464149e-01,2.49791013e+02,-1.97837854e+00,1.28625956e-02,1.70577815e+00,6.66661415e-01,4.10421765e-05
1.007,9.94459923e-01,2.51472757e+02,-1.97836564e+00,1.29398811e-02,1.71920060e+00,6.66661374e-01,4.13574567e-05
1.008,9.94455672e-01,2.53162068e+02,-1.97835266e+00,1.30174726e-02,1.73270271e+00,6.66661334e-01,4.16745878e-05
1.009,9.94451396e-01,2.54858957e+02,-1.97833960e+00,1.30953705e-02,1.74628481e+00,6.66661292e-01,4.19935509e-05
1.010,9.94447095e-01,2.56563450e+02,-1.97832647e+00,1.31735760e-02,1.75994727e+00,6.66661251e-01,4.23144002e-05
1.011,9.94442770e-01,2.58275566e+02,-1.97831325e+00,1.32520900e-02,1.77369045e+00,6.66661209e-01,4.26371569e-05
1.012,9.94438419e-01,2.59995299e+02,-1.97829996e+00,1.33309127e-02,1.78751457e+00,6.66661168e-01,4.29617342e-05
1.013,9.94434043e-01,2.61722702e+02,-1.97828659e+00,1.34100459e-02,1.80142017e+00,6.66661126e-01,4.32882937e-05
1.014,9.94429641e-01,2.63457765e+02,-1.97827314e+00,1.34894898e-02,1.81540746e+00,6.66661083e-01,4.36167373e-05
1.015,9.94425215e-01,2.65200506e+02,-1.97825961e+00,1.35692451e-02,1.82947679e+00,6.66661041e-01,4.39470782e-05
1.016,9.94420762e-01,2.66950950e+02,-1.97824600e+00,1.36493131e-02,1.84362856e+00,6.66660998e-01,4.42793625e-05
1.017,9.94416284e-01,2.68709120e+02,-1.97823231e+00,1.37296948e-02,1.85786315e+00,6.66660955e-01,4.46136249e-05
1.018,9.94411781e-01,2.70475020e+02,-1.97821854e+00,1.38103906e-02,1.87218084e+00,6.66660912e-01,4.49498218e-05
1.019,9.94407252e-01,2.72248662e+02,-1.97820469e+00,1.38914014e-02,1.88658196e+00,6.66660868e-01,4.52879372e-05
1.020,9.94402696e-01,2.74030091e+02,-1.97819076e+00,1.39727288e-02,1.90106702e+00,6.66660824e-01,4.56281032e-05
1.021,9.94398115e-01,2.75819295e+02,-1.97817675e+00,1.40543728e-02,1.91563622e+00,6.66660780e-01,4.59702030e-05
1.022,9.94393508e-01,2.77616312e+02,-1.97816265e+00,1.41363351e-02,1.93029003e+00,6.66660736e-01,4.63143377e-05
1.023,9.94388875e-01,2.79421135e+02,-1.97814848e+00,1.42186159e-02,1.94502870e+00,6.66660692e-01,4.66604124e-05
1.024,9.94384215e-01,2.81233822e+02,-1.97813422e+00,1.43012171e-02,1.95985279e+00,6.66660647e-01,4.70086084e-05
1.025,9.94379530e-01,2.83054355e+02,-1.97811987e+00,1.43841389e-02,1.97476249e+00,6.66660602e-01,4.73587833e-05
1.026,9.94374817e-01,2.84882762e+02,-1.97810545e+00,1.44673824e-02,1.98975822e+00,6.66660557e-01,4.77109918e-05
1.027,9.94370079e-01,2.86719066e+02,-1.97809094e+00,1.45509487e-02,2.00484038e+00,6.66660511e-01,4.80652616e-05
1.028,9.94365313e-01,2.88563283e+02,-1.97807635e+00,1.46348389e-02,2.02000934e+00,6.66660466e-01,4.84215988e-05
1.029,9.94360521e-01,2.90415448e+02,-1.97806167e+00,1.47190542e-02,2.03526556e+00,6.66660420e-01,4.87800864e-05
1.030,9.94355702e-01,2.92275553e+02,-1.97804691e+00,1.48035951e-02,2.05060928e+00,6.66660374e-01,4.91406207e-05
1.031,9.94350857e-01,2.94143631e+02,-1.97803206e+00,1.48884629e-02,2.06604096e+00,6.66660327e-01,4.95032734e-05
1.032,9.94345984e-01,2.96019685e+02,-1.97801713e+00,1.49736584e-02,2.08156090e+00,6.66660281e-01,4.98679846e-05
1.033,9.94341084e-01,2.97903760e+02,-1.97800211e+00,1.50591831e-02,2.09716963e+00,6.66660234e-01,5.02348821e-05
1.034,9.94336157e-01,2.99795856e+02,-1.97798701e+00,1.51450377e-02,2.11286744e+00,6.66660186e-01,5.06038987e-05
1.035,9.94331203e-01,3.01696009e+02,-1.97797182e+00,1.52312237e-02,2.12865481e+00,6.66660139e-01,5.09751103e-05
1.036,9.94326222e-01,3.03604225e+02,-1.97795655e+00,1.53177419e-02,2.14453206e+00,6.66660091e-01,5.13484718e-05
1.037,9.94321213e-01,3.05520526e+02,-1.97794119e+00,1.54045933e-02,2.16049961e+00,6.66660043e-01,5.17240091e-05
1.038,9.94316176e-01,3.07444946e+02,-1.97792574e+00,1.54917795e-02,2.17655793e+00,6.66659995e-01,5.21017958e-05
1.039,9.94311112e-01,3.09377486e+02,-1.97791020e+00,1.55793012e-02,2.19270733e+00,6.66659947e-01,5.24817571e-05
1.040,9.94306020e-01,3.11318169e+02,-1.97789458e+00,1.56671596e-02,2.20894823e+00,6.66659898e-01,5.28639219e-05
1.041,9.94300901e-01,3.13267036e+02,-1.97787887e+00,1.57553562e-02,2.22528115e+00,6.66659849e-01,5.32483924e-05
1.042,9.94295753e-01,3.15224071e+02,-1.97786307e+00,1.58438915e-02,2.24170630e+00,6.66659799e-01,5.36350154e-05
1.043,9.94290577e-01,3.17189353e+02,-1.97784718e+00,1.59327679e-02,2.25822441e+00,6.66659750e-01,5.40240647e-05
1.044,9.94285374e-01,3.19162839e+02,-1.97783120e+00,1.60219853e-02,2.27483557e+00,6.66659700e-01,5.44152725e-05
1.045,9.94280142e-01,3.21144601e+02,-1.97781514e+00,1.61115459e-02,2.29154045e+00,6.66659650e-01,5.48088722e-05
1.046,9.94274882e-01,3.23134619e+02,-1.97779898e+00,1.62014502e-02,2.30833928e+00,6.66659600e-01,5.52046983e-05
1.047,9.94269593e-01,3.25132955e+02,-1.97778273e+00,1.62917001e-02,2.32523269e+00,6.66659549e-01,5.56029386e-05
1.048,9.94264276e-01,3.27139599e+02,-1.97776640e+00,1.63822964e-02,2.34222094e+00,6.66659498e-01,5.60034648e-05
1.049,9.94258930e-01,3.29154590e+02,-1.97774997e+00,1.64732406e-02,2.35930456e+00,6.66659447e-01,5.64063712e-05
1.050,9.94253556e-01,3.31177955e+02,-1.97773345e+00,1.65645342e-02,2.37648401e+00,6.66659396e-01,5.68116875e-05
1.051,9.94248152e-01,3.33209705e+02,-1.97771684e+00,1.66561782e-02,2.39375968e+00,6.66659344e-01,5.72193810e-05
1.052,9.94242720e-01,3.35249872e+02,-1.97770014e+00,1.67481741e-02,2.41113205e+00,6.66659292e-01,5.76295012e-05
1.053,9.94237259e-01,3.37298481e+02,-1.97768334e+00,1.68405234e-02,2.42860158e+00,6.66659240e-01,5.80420744e-05
1.054,9.94231769e-01,3.39355545e+02,-1.97766646e+00,1.69332271e-02,2.44616868e+00,6.66659188e-01,5.84570678e-05
1.055,9.94226249e-01,3.41421092e+02,-1.97764948e+00,1.70262868e-02,2.46383381e+00,6.66659135e-01,5.88745205e-05
1.056,9.94220700e-01,3.43495149e+02,-1.97763241e+00,1.71197040e-02,2.48159747e+00,6.66659082e-01,5.92944609e-05
1.057,9.94215122e-01,3.45577733e+02,-1.97761524e+00,1.72134797e-02,2.49946006e+00,6.66659028e-01,5.97168680e-05
1.058,9.94209515e-01,3.47668883e+02,-1.97759798e+00,1.73076160e-02,2.51742215e+00,6.66658975e-01,6.01418296e-05
1.059,9.94203877e-01,3.49768608e+02,-1.97758062e+00,1.74021137e-02,2.53548410e+00,6.66658921e-01,6.05692826e-05
1.060,9.94198210e-01,3.51876959e+02,-1.97756317e+00,1.74969750e-02,2.55364654e+00,6.66658867e-01,6.09993671e-05
1.061,9.94192514e-01,3.53993934e+02,-1.97754563e+00,1.75922008e-02,2.57190980e+00,6.66658812e-01,6.14319747e-05
1.062,9.94186787e-01,3.56119578e+02,-1.97752799e+00,1.76877929e-02,2.59027447e+00,6.66658758e-01,6.18672108e-05
1.063,9.94181030e-01,3.58253895e+02,-1.97751025e+00,1.77837525e-02,2.60874091e+00,6.66658703e-01,6.23049923e-05
1.064,9.94175244e-01,3.60396932e+02,-1.97749242e+00,1.78800815e-02,2.62730973e+00,6.66658647e-01,6.27454341e-05
1.065,9.94169427e-01,3.62548718e+02,-1.97747449e+00,1.79767816e-02,2.64598144e+00,6.66658592e-01,6.31885613e-05
1.066,9.94163579e-01,3.64709263e+02,-1.97745647e+00,1.80738538e-02,2.66475643e+00,6.66658536e-01,6.36343124e-05
1.067,9.94157701e-01,3.66878596e+02,-1.97743835e+00,1.81713000e-02,2.68363523e+00,6.66658480e-01,6.40827224e-05
1.068,9.94151793e-01,3.69056757e+02,-1.97742013e+00,1.82691220e-02,2.70261842e+00,6.66658423e-01,6.45338653e-05
1.069,9.94145854e-01,3.71243788e+02,-1.97740181e+00,1.83673217e-02,2.72170656e+00,6.66658367e-01,6.49878160e-05
1.070,9.94139885e-01,3.73439685e+02,-1.97738339e+00,1.84659001e-02,2.74090002e+00,6.66658310e-01,6.54444563e-05
1.071,9.94133884e-01,3.75644493e+02,-1.97736487e+00,1.85648592e-02,2.76019941e+00,6.66658252e-01,6.59038789e-05
1.072,9.94127853e-01,3.77858237e+02,-1.97734626e+00,1.86642007e-02,2.77960521e+00,6.66658195e-01,6.63660807e-05
1.073,9.94121790e-01,3.80080949e+02,-1.97732755e+00,1.87639262e-02,2.79911799e+00,6.66658137e-01,6.68311029e-05
1.074,9.94115697e-01,3.82312652e+02,-1.97730873e+00,1.88640375e-02,2.81873823e+00,6.66658079e-01,6.72989296e-05
1.075,9.94109572e-01,3.84553401e+02,-1.97728982e+00,1.89645368e-02,2.83846661e+00,6.66658020e-01,6.77696961e-05
1.076,9.94103416e-01,3.86803190e+02,-1.97727080e+00,1.90654251e-02,2.85830349e+00,6.66657961e-01,6.82432651e-05
1.077,9.94097228e-01,3.89062079e+02,-1.97725169e+00,1.91667048e-02,2.87824955e+00,6.66657902e-01,6.87197814e-05
1.078,9.94091009e-01,3.91330086e+02,-1.97723247e+00,1.92683776e-02,2.89830530e+00,6.66657843e-01,6.91992107e-05
1.079,9.94084758e-01,3.93607252e+02,-1.97721315e+00,1.93704454e-02,2.91847134e+00,6.66657783e-01,6.96816236e-05
1.080,9.94078475e-01,3.95893592e+02,-1.97719373e+00,1.94729097e-02,2.93874813e+00,6.66657723e-01,7.01669603e-05
1.081,9.94072160e-01,3.98189156e+02,-1.97717420e+00,1.95757728e-02,2.95913636e+00,6.66657663e-01,7.06553281e-05
1.082,9.94065813e-01,4.00493968e+02,-1.97715458e+00,1.96790365e-02,2.97963653e+00,6.66657602e-01,7.11467062e-05
1.083,9.94059434e-01,4.02808058e+02,-1.97713485e+00,1.97827026e-02,3.00024922e+00,6.66657541e-01,7.16411074e-05
1.084,9.94053023e-01,4.05131473e+02,-1.97711501e+00,1.98867733e-02,3.02097507e+00,6.66657480e-01,7.21386146e-05
1.085,9.94046580e-01,4.07464239e+02,-1.97709507e+00,1.99912505e-02,3.04181465e+00,6.66657419e-01,7.26392210e-05
1.086,9.94040104e-01,4.09806393e+02,-1.97707503e+00,2.00961363e-02,3.06276854e+00,6.66657357e-01,7.31429553e-05
1.087,9.94033595e-01,4.12157960e+02,-1.97705488e+00,2.02014323e-02,3.08383732e+00,6.66657294e-01,7.36498078e-05
1.088,9.94027054e-01,4.14518991e+02,-1.97703463e+00,2.03071412e-02,3.10502165e+00,6.66657232e-01,7.41598665e-05
1.089,9.94020480e-01,4.16889510e+02,-1.97701427e+00,2.04132645e-02,3.12632210e+00,6.66657169e-01,7.46731111e-05
1.090,9.94013873e-01,4.19269568e+02,-1.97699380e+00,2.05198049e-02,3.14773936e+00,6.66657106e-01,7.51896341e-05
1.091,9.94007233e-01,4.21659176e+02,-1.97697323e+00,2.06267638e-02,3.16927390e+00,6.66657043e-01,7.57093410e-05
1.092,9.94000560e-01,4.24058385e+02,-1.97695255e+00,2.07341437e-02,3.19092645e+00,6.66656979e-01,7.62323290e-05
1.093,9.93993853e-01,4.26467247e+02,-1.97693176e+00,2.08419471e-02,3.21269770e+00,6.66656915e-01,7.67586863e-05
1.094,9.93987114e-01,4.28885775e+02,-1.97691086e+00,2.09501756e-02,3.23458817e+00,6.66656850e-01,7.72883252e-05
1.095,9.93980340e-01,4.31314034e+02,-1.97688986e+00,2.10588320e-02,3.25659864e+00,6.66656786e-01,7.78214056e-05
1.096,9.93973533e-01,4.33752042e+02,-1.97686874e+00,2.11679182e-02,3.27872965e+00,6.66656721e-01,7.83578495e-05
1.097,9.93966693e-01,4.36199849e+02,-1.97684752e+00,2.12774366e-02,3.30098192e+00,6.66656655e-01,7.88977351e-05
1.098,9.93959818e-01,4.38657481e+02,-1.97682619e+00,2.13873892e-02,3.32335604e+00,6.66656589e-01,7.94410363e-05
1.099,9.93952910e-01,4.41125005e+02,-1.97680475e+00,2.14977789e-02,3.34585281e+00,6.66656523e-01,7.99878994e-05
1.100,9.93945967e-01,4.43602426e+02,-1.97678319e+00,2.16086074e-02,3.36847273e+00,6.66656457e-01,8.05381886e-05
1.101,9.93938990e-01,4.46089824e+02,-1.97676153e+00,2.17198777e-02,3.39121668e+00,6.66656390e-01,8.10921130e-05
