T,m,chi,E,Cv,dm/dbeta,binder,dbinder/dbeta
4.143,7.96814012e-02,5.53835825e+04,-5.33709795e-01,1.56102276e-01,1.35139887e+02,1.71910813e-02,-1.58955765e-01
4.144,7.96617301e-02,5.53422045e+04,-5.33553746e-01,1.55995914e-01,1.35040290e+02,1.72003850e-02,-1.60510698e-01
4.145,7.96420830e-02,5.53008817e+04,-5.33397803e-01,1.55889641e-01,1.34940757e+02,1.72097750e-02,-1.62068692e-01
4.146,7.96224598e-02,5.52596141e+04,-5.33241966e-01,1.55783458e-01,1.34841288e+02,1.72192511e-02,-1.63629748e-01
4.147,7.96028606e-02,5.52184016e+04,-5.33086236e-01,1.55677365e-01,1.34741881e+02,1.72288135e-02,-1.65193864e-01
4.148,7.95832852e-02,5.51772441e+04,-5.32930612e-01,1.55571362e-01,1.34642537e+02,1.72384624e-02,-1.66761040e-01
4.149,7.95637337e-02,5.51361414e+04,-5.32775093e-01,1.55465448e-01,1.34543256e+02,1.72481977e-02,-1.68331274e-01
4.150,7.95442061e-02,5.50950935e+04,-5.32619681e-01,1.55359623e-01,1.34444037e+02,1.72580197e-02,-1.69904566e-01
4.151,7.95247022e-02,5.50541002e+04,-5.32464374e-01,1.55253888e-01,1.34344881e+02,1.72679283e-02,-1.71480914e-01
4.152,7.95052221e-02,5.50131615e+04,-5.32309173e-01,1.55148243e-01,1.34245787e+02,1.72779237e-02,-1.73060318e-01
4.153,7.94857658e-02,5.49722772e+04,-5.32154078e-01,1.55042686e-01,1.34146755e+02,1.72880060e-02,-1.74642776e-01
4.154,7.94663331e-02,5.49314472e+04,-5.31999088e-01,1.54937219e-01,1.34047785e+02,1.72981752e-02,-1.76228288e-01
4.155,7.94469242e-02,5.48906715e+04,-5.31844203e-01,1.54831841e-01,1.33948876e+02,1.73084315e-02,-1.77816852e-01
4.156,7.94275389e-02,5.48499499e+04,-5.31689424e-01,1.54726552e-01,1.33850030e+02,1.73187749e-02,-1.79408467e-01
4.157,7.94081773e-02,5.48092824e+04,-5.31534750e-01,1.54621352e-01,1.33751244e+02,1.73292056e-02,-1.81003133e-01
4.158,7.93888392e-02,5.47686687e+04,-5.31380181e-01,1.54516242e-01,1.33652520e+02,1.73397236e-02,-1.82600847e-01
4.159,7.93695247e-02,5.47281089e+04,-5.31225717e-01,1.54411220e-01,1.33553857e+02,1.73503290e-02,-1.84201609e-01
4.160,7.93502337e-02,5.46876028e+04,-5.31071359e-01,1.54306286e-01,1.33455254e+02,1.73610220e-02,-1.85805418e-01
4.161,7.93309663e-02,5.46471503e+04,-5.30917105e-01,1.54201442e-01,1.33356713e+02,1.73718025e-02,-1.87412273e-01
4.162,7.93117223e-02,5.46067512e+04,-5.30762956e-01,1.54096686e-01,1.33258232e+02,1.73826707e-02,-1.89022171e-01
4.163,7.92925018e-02,5.45664056e+04,-5.30608911e-01,1.53992019e-01,1.33159812e+02,1.73936268e-02,-1.90635113e-01
4.164,7.92733047e-02,5.45261133e+04,-5.30454972e-01,1.53887440e-01,1.33061451e+02,1.74046706e-02,-1.92251096e-01
4.165,7.92541310e-02,5.44858743e+04,-5.30301136e-01,1.53782950e-01,1.32963152e+02,1.74158025e-02,-1.93870119e-01
4.166,7.92349806e-02,5.44456882e+04,-5.30147406e-01,1.53678549e-01,1.32864912e+02,1.74270224e-02,-1.95492182e-01
4.167,7.92158536e-02,5.44055552e+04,-5.29993779e-01,1.53574235e-01,1.32766731e+02,1.74383304e-02,-1.97117282e-01
4.168,7.91967499e-02,5.43654751e+04,-5.29840257e-01,1.53470010e-01,1.32668611e+02,1.74497267e-02,-1.98745418e-01
4.169,7.91776695e-02,5.43254478e+04,-5.29686839e-01,1.53365873e-01,1.32570550e+02,1.74612113e-02,-2.00376590e-01
4.170,7.91586123e-02,5.42854732e+04,-5.29533525e-01,1.53261825e-01,1.32472549e+02,1.74727843e-02,-2.02010795e-01
4.171,7.91395784e-02,5.42455512e+04,-5.29380316e-01,1.53157864e-01,1.32374606e+02,1.74844458e-02,-2.03648032e-01
4.172,7.91205676e-02,5.42056816e+04,-5.29227210e-01,1.53053992e-01,1.32276723e+02,1.74961958e-02,-2.05288299e-01
4.173,7.91015800e-02,5.41658645e+04,-5.29074208e-01,1.52950207e-01,1.32178899e+02,1.75080346e-02,-2.06931596e-01
4.174,7.90826155e-02,5.41260997e+04,-5.28921309e-01,1.52846510e-01,1.32081134e+02,1.75199621e-02,-2.08577920e-01
4.175,7.90636742e-02,5.40863870e+04,-5.28768515e-01,1.52742902e-01,1.31983427e+02,1.75319784e-02,-2.10227270e-01
4.176,7.90447559e-02,5.40467264e+04,-5.28615823e-01,1.52639381e-01,1.31885779e+02,1.75440837e-02,-2.11879645e-01
4.177,7.90258607e-02,5.40071179e+04,-5.28463236e-01,1.52535947e-01,1.31788189e+02,1.75562780e-02,-2.13535043e-01
4.178,7.90069884e-02,5.39675612e+04,-5.28310752e-01,1.52432601e-01,1.31690657e+02,1.75685614e-02,-2.15193462e-01
4.179,7.89881392e-02,5.39280563e+04,-5.28158371e-01,1.52329343e-01,1.31593184e+02,1.75809340e-02,-2.16854901e-01
4.180,7.89693130e-02,5.38886032e+04,-5.28006093e-01,1.52226173e-01,1.31495768e+02,1.75933959e-02,-2.18519357e-01
4.181,7.89505096e-02,5.38492016e+04,-5.27853918e-01,1.52123089e-01,1.31398411e+02,1.76059471e-02,-2.20186830e-01
4.182,7.89317292e-02,5.38098515e+04,-5.27701847e-01,1.52020093e-01,1.31301111e+02,1.76185878e-02,-2.21857318e-01
4.183,7.89129717e-02,5.37705529e+04,-5.27549878e-01,1.51917185e-01,1.31203868e+02,1.76313181e-02,-2.23530819e-01
4.184,7.88942370e-02,5.37313055e+04,-5.27398012e-01,1.51814363e-01,1.31106683e+02,1.76441379e-02,-2.25207331e-01
4.185,7.88755252e-02,5.36921094e+04,-5.27246249e-01,1.51711629e-01,1.31009556e+02,1.76570475e-02,-2.26886852e-01
4.186,7.88568361e-02,5.36529643e+04,-5.27094589e-01,1.51608982e-01,1.30912485e+02,1.76700468e-02,-2.28569381e-01
4.187,7.88381698e-02,5.36138703e+04,-5.26943031e-01,1.51506422e-01,1.30815472e+02,1.76831360e-02,-2.30254916e-01
4.188,7.88195263e-02,5.35748272e+04,-5.26791576e-01,1.51403949e-01,1.30718515e+02,1.76963152e-02,-2.31943455e-01
4.189,7.88009054e-02,5.35358350e+04,-5.26640223e-01,1.51301563e-01,1.30621615e+02,1.77095844e-02,-2.33634996e-01
4.190,7.87823073e-02,5.34968934e+04,-5.26488973e-01,1.51199264e-01,1.30524772e+02,1.77229437e-02,-2.35329537e-01
4.191,7.87637318e-02,5.34580025e+04,-5.26337825e-01,1.51097051e-01,1.30427985e+02,1.77363933e-02,-2.37027076e-01
4.192,7.87451790e-02,5.34191622e+04,-5.26186779e-01,1.50994925e-01,1.30331255e+02,1.77499331e-02,-2.38727612e-01
4.193,7.87266487e-02,5.33803722e+04,-5.26035835e-01,1.50892886e-01,1.30234581e+02,1.77635633e-02,-2.40431142e-01
4.194,7.87081410e-02,5.33416326e+04,-5.25884993e-01,1.50790934e-01,1.30137963e+02,1.77772840e-02,-2.42137665e-01
4.195,7.86896559e-02,5.33029433e+04,-5.25734253e-01,1.50689067e-01,1.30041401e+02,1.77910952e-02,-2.43847178e-01
4.196,7.86711933e-02,5.32643041e+04,-5.25583615e-01,1.50587288e-01,1.29944894e+02,1.78049971e-02,-2.45559679e-01
4.197,7.86527532e-02,5.32257150e+04,-5.25433078e-01,1.50485595e-01,1.29848444e+02,1.78189896e-02,-2.47275167e-01
4.198,7.86343355e-02,5.31871759e+04,-5.25282644e-01,1.50383988e-01,1.29752049e+02,1.78330729e-02,-2.48993638e-01
4.199,7.86159403e-02,5.31486866e+04,-5.25132310e-01,1.50282467e-01,1.29655710e+02,1.78472471e-02,-2.50715092e-01
4.200,7.85975675e-02,5.31102471e+04,-5.24982079e-01,1.50181033e-01,1.29559426e+02,1.78615122e-02,-2.52439526e-01
4.201,7.85792171e-02,5.30718573e+04,-5.24831948e-01,1.50079684e-01,1.29463197e+02,1.78758684e-02,-2.54166938e-01
4.202,7.85608891e-02,5.30335171e+04,-5.24681919e-01,1.49978422e-01,1.29367023e+02,1.78903157e-02,-2.55897325e-01
4.203,7.85425834e-02,5.29952264e+04,-5.24531991e-01,1.49877246e-01,1.29270905e+02,1.79048541e-02,-2.57630685e-01
4.204,7.85242999e-02,5.29569851e+04,-5.24382165e-01,1.49776155e-01,1.29174841e+02,1.79194838e-02,-2.59367017e-01
4.205,7.85060388e-02,5.29187931e+04,-5.24232439e-01,1.49675151e-01,1.29078832e+02,1.79342049e-02,-2.61106318e-01
4.206,7.84877999e-02,5.28806504e+04,-5.24082814e-01,1.49574232e-01,1.28982877e+02,1.79490174e-02,-2.62848585e-01
4.207,7.84695833e-02,5.28425568e+04,-5.23933291e-01,1.49473399e-01,1.28886978e+02,1.79639214e-02,-2.64593817e-01
4.208,7.84513888e-02,5.28045122e+04,-5.23783868e-01,1.49372652e-01,1.28791132e+02,1.79789170e-02,-2.66342010e-01
4.209,7.84332165e-02,5.27665165e+04,-5.23634545e-01,1.49271990e-01,1.28695341e+02,1.79940042e-02,-2.68093163e-01
4.210,7.84150663e-02,5.27285697e+04,-5.23485324e-01,1.49171414e-01,1.28599604e+02,1.80091832e-02,-2.69847273e-01
4.211,7.83969383e-02,5.26906717e+04,-5.23336202e-01,1.49070923e-01,1.28503921e+02,1.80244540e-02,-2.71604339e-01
4.212,7.83788324e-02,5.26528223e+04,-5.23187182e-01,1.48970518e-01,1.28408292e+02,1.80398167e-02,-2.73364356e-01
4.213,7.83607485e-02,5.26150216e+04,-5.23038261e-01,1.48870198e-01,1.28312717e+02,1.80552714e-02,-2.75127323e-01
4.214,7.83426866e-02,5.25772693e+04,-5.22889441e-01,1.48769963e-01,1.28217196e+02,1.80708181e-02,-2.76893238e-01
4.215,7.83246468e-02,5.25395654e+04,-5.22740721e-01,1.48669814e-01,1.28121728e+02,1.80864569e-02,-2.78662098e-01
4.216,7.83066290e-02,5.25019098e+04,-5.22592102e-01,1.48569750e-01,1.28026314e+02,1.81021880e-02,-2.80433900e-01
4.217,7.82886331e-02,5.24643025e+04,-5.22443582e-01,1.48469770e-01,1.27930953e+02,1.81180113e-02,-2.82208642e-01
4.218,7.82706591e-02,5.24267433e+04,-5.22295162e-01,1.48369876e-01,1.27835645e+02,1.81339270e-02,-2.83986321e-01
4.219,7.82527071e-02,5.23892321e+04,-5.22146842e-01,1.48270067e-01,1.27740391e+02,1.81499351e-02,-2.85766934e-01
4.220,7.82347769e-02,5.23517688e+04,-5.21998622e-01,1.48170343e-01,1.27645190e+02,1.81660357e-02,-2.87550480e-01
4.221,7.82168686e-02,5.23143535e+04,-5.21850501e-01,1.48070703e-01,1.27550041e+02,1.81822289e-02,-2.89336955e-01
4.222,7.81989821e-02,5.22769859e+04,-5.21702480e-01,1.47971148e-01,1.27454946e+02,1.81985148e-02,-2.91126356e-01
4.223,7.81811174e-02,5.22396660e+04,-5.21554559e-01,1.47871678e-01,1.27359903e+02,1.82148934e-02,-2.92918682e-01
4.224,7.81632745e-02,5.22023936e+04,-5.21406737e-01,1.47772293e-01,1.27264913e+02,1.82313648e-02,-2.94713928e-01
4.225,7.81454533e-02,5.21651688e+04,-5.21259014e-01,1.47672992e-01,1.27169976e+02,1.82479291e-02,-2.96512094e-01
4.226,7.81276539e-02,5.21279914e+04,-5.21111391e-01,1.47573775e-01,1.27075091e+02,1.82645863e-02,-2.98313174e-01
4.227,7.81098762e-02,5.20908614e+04,-5.20963867e-01,1.47474643e-01,1.26980258e+02,1.82813365e-02,-3.00117168e-01
4.228,7.80921201e-02,5.20537786e+04,-5.20816442e-01,1.47375595e-01,1.26885478e+02,1.82981799e-02,-3.01924071e-01
4.229,7.80743857e-02,5.20167429e+04,-5.20669116e-01,1.47276632e-01,1.26790749e+02,1.83151164e-02,-3.03733881e-01
4.230,7.80566729e-02,5.19797543e+04,-5.20521888e-01,1.47177753e-01,1.26696073e+02,1.83321462e-02,-3.05546596e-01
4.231,7.80389816e-02,5.19428127e+04,-5.20374760e-01,1.47078958e-01,1.26601449e+02,1.83492693e-02,-3.07362212e-01
4.232,7.80213120e-02,5.19059180e+04,-5.20227730e-01,1.46980247e-01,1.26506876e+02,1.83664857e-02,-3.09180726e-01
4.233,7.80036639e-02,5.18690700e+04,-5.20080800e-01,1.46881620e-01,1.26412356e+02,1.83837957e-02,-3.11002136e-01
4.234,7.79860373e-02,5.18322689e+04,-5.19933967e-01,1.46783077e-01,1.26317887e+02,1.84011991e-02,-3.12826438e-01
4.235,7.79684322e-02,5.17955143e+04,-5.19787233e-01,1.46684618e-01,1.26223469e+02,1.84186962e-02,-3.14653629e-01
4.236,7.79508486e-02,5.17588063e+04,-5.19640598e-01,1.46586243e-01,1.26129103e+02,1.84362869e-02,-3.16483707e-01
4.237,7.79332864e-02,5.17221447e+04,-5.19494061e-01,1.46487952e-01,1.26034788e+02,1.84539714e-02,-3.18316668e-01
4.238,7.79157457e-02,5.16855296e+04,-5.19347622e-01,1.46389744e-01,1.25940525e+02,1.84717497e-02,-3.20152509e-01
4.239,7.78982263e-02,5.16489607e+04,-5.19201281e-01,1.46291620e-01,1.25846313e+02,1.84896219e-02,-3.21991227e-01
4.240,7.78807283e-02,5.16124380e+04,-5.19055039e-01,1.46193580e-01,1.25752152e+02,1.85075880e-02,-3.23832819e-01
4.241,7.78632516e-02,5.15759614e+04,-5.18908894e-01,1.46095623e-01,1.25658042e+02,1.85256482e-02,-3.25677282e-01
4.242,7.78457962e-02,5.15395309e+04,-5.18762847e-01,1.45997749e-01,1.25563982e+02,1.85438024e-02,-3.27524612e-01
4.243,7.78283622e-02,5.15031463e+04,-5.18616899e-01,1.45899959e-01,1.25469974e+02,1.85620508e-02,-3.29374807e-01
4.244,7.78109494e-02,5.14668076e+04,-5.18471047e-01,1.45802252e-01,1.25376016e+02,1.85803934e-02,-3.31227863e-01
4.245,7.77935578e-02,5.14305147e+04,-5.18325294e-01,1.45704628e-01,1.25282109e+02,1.85988304e-02,-3.33083776e-01
4.246,7.77761874e-02,5.13942675e+04,-5.18179638e-01,1.45607088e-01,1.25188253e+02,1.86173617e-02,-3.34942544e-01
4.247,7.77588383e-02,5.13580659e+04,-5.18034080e-01,1.45509631e-01,1.25094447e+02,1.86359874e-02,-3.36804163e-01
4.248,7.77415103e-02,5.13219098e+04,-5.17888619e-01,1.45412256e-01,1.25000691e+02,1.86547076e-02,-3.38668630e-01
4.249,7.77242034e-02,5.12857992e+04,-5.17743255e-01,1.45314965e-01,1.24906985e+02,1.86735223e-02,-3.40535941e-01
4.250,7.77069177e-02,5.12497339e+04,-5.17597989e-01,1.45217757e-01,1.24813330e+02,1.86924317e-02,-3.42406094e-01
4.251,7.76896530e-02,5.12137139e+04,-5.17452820e-01,1.45120631e-01,1.24719725e+02,1.87114358e-02,-3.44279084e-01
4.252,7.76724094e-02,5.11777391e+04,-5.17307748e-01,1.45023588e-01,1.24626170e+02,1.87305347e-02,-3.46154908e-01
4.253,7.76551868e-02,5.11418094e+04,-5.17162773e-01,1.44926628e-01,1.24532665e+02,1.87497284e-02,-3.48033563e-01
4.254,7.76379853e-02,5.11059248e+04,-5.17017894e-01,1.44829751e-01,1.24439209e+02,1.87690170e-02,-3.49915045e-01
4.255,7.76208047e-02,5.10700851e+04,-5.16873113e-01,1.44732956e-01,1.24345804e+02,1.87884005e-02,-3.51799351e-01
4.256,7.76036452e-02,5.10342902e+04,-5.16728428e-01,1.44636244e-01,1.24252448e+02,1.88078791e-02,-3.53686476e-01
4.257,7.75865065e-02,5.09985402e+04,-5.16583841e-01,1.44539614e-01,1.24159142e+02,1.88274527e-02,-3.55576419e-01
4.258,7.75693888e-02,5.09628348e+04,-5.16439349e-01,1.44443066e-01,1.24065885e+02,1.88471215e-02,-3.57469174e-01
4.259,7.75522919e-02,5.09271741e+04,-5.16294954e-01,1.44346601e-01,1.23972678e+02,1.88668855e-02,-3.59364739e-01
4.260,7.75352159e-02,5.08915579e+04,-5.16150656e-01,1.44250218e-01,1.23879520e+02,1.88867448e-02,-3.61263109e-01
4.261,7.75181608e-02,5.08559862e+04,-5.16006454e-01,1.44153917e-01,1.23786411e+02,1.89066994e-02,-3.63164282e-01
4.262,7.75011265e-02,5.08204588e+04,-5.15862348e-01,1.44057699e-01,1.23693352e+02,1.89267494e-02,-3.65068252e-01
4.263,7.74841130e-02,5.07849758e+04,-5.15718338e-01,1.43961562e-01,1.23600341e+02,1.89468949e-02,-3.66975018e-01
4.264,7.74671202e-02,5.07495369e+04,-5.15574425e-01,1.43865507e-01,1.23507380e+02,1.89671359e-02,-3.68884574e-01
4.265,7.74501482e-02,5.07141422e+04,-5.15430607e-01,1.43769535e-01,1.23414468e+02,1.89874725e-02,-3.70796917e-01
4.266,7.74331969e-02,5.06787916e+04,-5.15286886e-01,1.43673644e-01,1.23321604e+02,1.90079047e-02,-3.72712043e-01
4.267,7.74162663e-02,5.06434849e+04,-5.15143260e-01,1.43577835e-01,1.23228790e+02,1.90284327e-02,-3.74629949e-01
4.268,7.73993564e-02,5.06082221e+04,-5.14999730e-01,1.43482107e-01,1.23136024e+02,1.90490564e-02,-3.76550630e-01
4.269,7.73824671e-02,5.05730031e+04,-5.14856296e-01,1.43386462e-01,1.23043307e+02,1.90697759e-02,-3.78474083e-01
4.270,7.73655985e-02,5.05378279e+04,-5.14712957e-01,1.43290897e-01,1.22950638e+02,1.90905914e-02,-3.80400304e-01
4.271,7.73487504e-02,5.05026963e+04,-5.14569714e-01,1.43195415e-01,1.22858018e+02,1.91115027e-02,-3.82329289e-01
4.272,7.73319229e-02,5.04676083e+04,-5.14426566e-01,1.43100014e-01,1.22765447e+02,1.91325101e-02,-3.84261033e-01
4.273,7.73151160e-02,5.04325638e+04,-5.14283514e-01,1.43004694e-01,1.22672923e+02,1.91536136e-02,-3.86195534e-01
4.274,7.72983296e-02,5.03975627e+04,-5.14140557e-01,1.42909455e-01,1.22580448e+02,1.91748132e-02,-3.88132786e-01
4.275,7.72815637e-02,5.03626050e+04,-5.13997695e-01,1.42814298e-01,1.22488022e+02,1.91961090e-02,-3.90072786e-01
4.276,7.72648183e-02,5.03276905e+04,-5.13854928e-01,1.42719222e-01,1.22395643e+02,1.92175010e-02,-3.92015530e-01
4.277,7.72480933e-02,5.02928192e+04,-5.13712257e-01,1.42624227e-01,1.22303313e+02,1.92389893e-02,-3.93961014e-01
4.278,7.72313888e-02,5.02579910e+04,-5.13569680e-01,1.42529313e-01,1.22211030e+02,1.92605740e-02,-3.95909234e-01
4.279,7.72147047e-02,5.02232058e+04,-5.13427198e-01,1.42434480e-01,1.22118796e+02,1.92822550e-02,-3.97860185e-01
4.280,7.71980409e-02,5.01884636e+04,-5.13284811e-01,1.42339728e-01,1.22026609e+02,1.93040326e-02,-3.99813864e-01
4.281,7.71813975e-02,5.01537643e+04,-5.13142518e-01,1.42245056e-01,1.21934471e+02,1.93259067e-02,-4.01770266e-01
4.282,7.71647745e-02,5.01191077e+04,-5.13000321e-01,1.42150466e-01,1.21842380e+02,1.93478773e-02,-4.03729387e-01
4.283,7.71481718e-02,5.00844939e+04,-5.12858217e-01,1.42055956e-01,1.21750336e+02,1.93699446e-02,-4.05691222e-01
4.284,7.71315893e-02,5.00499227e+04,-5.12716209e-01,1.41961527e-01,1.21658341e+02,1.93921086e-02,-4.07655769e-01
4.285,7.71150272e-02,5.00153940e+04,-5.12574294e-01,1.41867178e-01,1.21566392e+02,1.94143694e-02,-4.09623021e-01
4.286,7.70984852e-02,4.99809079e+04,-5.12432474e-01,1.41772910e-01,1.21474492e+02,1.94367269e-02,-4.11592976e-01
4.287,7.70819635e-02,4.99464641e+04,-5.12290749e-01,1.41678723e-01,1.21382639e+02,1.94591813e-02,-4.13565628e-01
4.288,7.70654620e-02,4.99120627e+04,-5.12149117e-01,1.41584615e-01,1.21290833e+02,1.94817326e-02,-4.15540974e-01
4.289,7.70489806e-02,4.98777036e+04,-5.12007579e-01,1.41490588e-01,1.21199074e+02,1.95043809e-02,-4.17519008e-01
4.290,7.70325194e-02,4.98433866e+04,-5.11866136e-01,1.41396642e-01,1.21107363e+02,1.95271262e-02,-4.19499727e-01
4.291,7.70160783e-02,4.98091118e+04,-5.11724786e-01,1.41302775e-01,1.21015699e+02,1.95499686e-02,-4.21483127e-01
4.292,7.69996574e-02,4.97748789e+04,-5.11583530e-01,1.41208988e-01,1.20924082e+02,1.95729080e-02,-4.23469202e-01
4.293,7.69832565e-02,4.97406880e+04,-5.11442368e-01,1.41115282e-01,1.20832512e+02,1.95959447e-02,-4.25457948e-01
4.294,7.69668756e-02,4.97065390e+04,-5.11301300e-01,1.41021655e-01,1.20740989e+02,1.96190786e-02,-4.27449361e-01
4.295,7.69505148e-02,4.96724318e+04,-5.11160325e-01,1.40928108e-01,1.20649513e+02,1.96423097e-02,-4.29443437e-01
4.296,7.69341740e-02,4.96383664e+04,-5.11019443e-01,1.40834642e-01,1.20558083e+02,1.96656382e-02,-4.31440170e-01
4.297,7.69178532e-02,4.96043425e+04,-5.10878655e-01,1.40741254e-01,1.20466701e+02,1.96890641e-02,-4.33439556e-01
4.298,7.69015523e-02,4.95703603e+04,-5.10737961e-01,1.40647947e-01,1.20375365e+02,1.97125874e-02,-4.35441591e-01
4.299,7.68852714e-02,4.95364196e+04,-5.10597359e-01,1.40554719e-01,1.20284076e+02,1.97362082e-02,-4.37446269e-01
4.300,7.68690104e-02,4.95025202e+04,-5.10456851e-01,1.40461571e-01,1.20192834e+02,1.97599265e-02,-4.39453587e-01
4.301,7.68527692e-02,4.94686623e+04,-5.10316436e-01,1.40368502e-01,1.20101638e+02,1.97837424e-02,-4.41463540e-01
4.302,7.68365480e-02,4.94348456e+04,-5.10176114e-01,1.40275512e-01,1.20010489e+02,1.98076559e-02,-4.43476123e-01
4.303,7.68203466e-02,4.94010702e+04,-5.10035885e-01,1.40182602e-01,1.19919387e+02,1.98316671e-02,-4.45491331e-01
4.304,7.68041650e-02,4.93673358e+04,-5.09895749e-01,1.40089771e-01,1.19828330e+02,1.98557761e-02,-4.47509160e-01
4.305,7.67880032e-02,4.93336426e+04,-5.09755706e-01,1.39997020e-01,1.19737320e+02,1.98799827e-02,-4.49529604e-01
4.306,7.67718612e-02,4.92999903e+04,-5.09615755e-01,1.39904347e-01,1.19646357e+02,1.99042873e-02,-4.51552660e-01
4.307,7.67557390e-02,4.92663789e+04,-5.09475897e-01,1.39811754e-01,1.19555439e+02,1.99286896e-02,-4.53578322e-01
4.308,7.67396365e-02,4.92328084e+04,-5.09336131e-01,1.39719239e-01,1.19464568e+02,1.99531899e-02,-4.55606585e-01
4.309,7.67235537e-02,4.91992786e+04,-5.09196458e-01,1.39626804e-01,1.19373743e+02,1.99777882e-02,-4.57637445e-01
4.310,7.67074905e-02,4.91657896e+04,-5.09056878e-01,1.39534447e-01,1.19282964e+02,2.00024845e-02,-4.59670896e-01
4.311,7.66914471e-02,4.91323411e+04,-5.08917389e-01,1.39442169e-01,1.19192231e+02,2.00272788e-02,-4.61706935e-01
4.312,7.66754233e-02,4.90989332e+04,-5.08777993e-01,1.39349970e-01,1.19101544e+02,2.00521712e-02,-4.63745555e-01
4.313,7.66594191e-02,4.90655658e+04,-5.08638690e-01,1.39257849e-01,1.19010903e+02,2.00771618e-02,-4.65786752e-01
4.314,7.66434345e-02,4.90322388e+04,-5.08499478e-01,1.39165807e-01,1.18920308e+02,2.01022505e-02,-4.67830522e-01
4.315,7.66274694e-02,4.89989521e+04,-5.08360358e-01,1.39073843e-01,1.18829758e+02,2.01274375e-02,-4.69876858e-01
4.316,7.66115240e-02,4.89657057e+04,-5.08221330e-01,1.38981958e-01,1.18739255e+02,2.01527228e-02,-4.71925756e-01
4.317,7.65955980e-02,4.89324995e+04,-5.08082394e-01,1.38890152e-01,1.18648797e+02,2.01781063e-02,-4.73977212e-01
4.318,7.65796916e-02,4.88993334e+04,-5.07943550e-01,1.38798423e-01,1.18558385e+02,2.02035883e-02,-4.76031219e-01
4.319,7.65638046e-02,4.88662074e+04,-5.07804797e-01,1.38706773e-01,1.18468018e+02,2.02291686e-02,-4.78087774e-01
4.320,7.65479371e-02,4.88331213e+04,-5.07666136e-01,1.38615201e-01,1.18377697e+02,2.02548474e-02,-4.80146870e-01
4.321,7.65320890e-02,4.88000752e+04,-5.07527567e-01,1.38523707e-01,1.18287422e+02,2.02806247e-02,-4.82208503e-01
4.322,7.65162604e-02,4.87670688e+04,-5.07389089e-01,1.38432291e-01,1.18197192e+02,2.03065005e-02,-4.84272667e-01
4.323,7.65004511e-02,4.87341023e+04,-5.07250702e-01,1.38340953e-01,1.18107008e+02,2.03324749e-02,-4.86339358e-01
4.324,7.64846612e-02,4.87011754e+04,-5.07112407e-01,1.38249692e-01,1.18016869e+02,2.03585479e-02,-4.88408569e-01
4.325,7.64688907e-02,4.86682882e+04,-5.06974203e-01,1.38158510e-01,1.17926775e+02,2.03847196e-02,-4.90480297e-01
4.326,7.64531395e-02,4.86354405e+04,-5.06836090e-01,1.38067405e-01,1.17836727e+02,2.04109900e-02,-4.92554536e-01
4.327,7.64374076e-02,4.86026323e+04,-5.06698068e-01,1.37976378e-01,1.17746724e+02,2.04373591e-02,-4.94631280e-01
4.328,7.64216950e-02,4.85698635e+04,-5.06560137e-01,1.37885429e-01,1.17656766e+02,2.04638269e-02,-4.96710525e-01
4.329,7.64060016e-02,4.85371340e+04,-5.06422297e-01,1.37794557e-01,1.17566853e+02,2.04903936e-02,-4.98792264e-01
4.330,7.63903275e-02,4.85044439e+04,-5.06284548e-01,1.37703762e-01,1.17476986e+02,2.05170592e-02,-5.00876493e-01
4.331,7.63746726e-02,4.84717929e+04,-5.06146889e-01,1.37613045e-01,1.17387163e+02,2.05438236e-02,-5.02963206e-01
4.332,7.63590368e-02,4.84391811e+04,-5.06009322e-01,1.37522405e-01,1.17297386e+02,2.05706869e-02,-5.05052398e-01
4.333,7.63434203e-02,4.84066084e+04,-5.05871845e-01,1.37431843e-01,1.17207653e+02,2.05976493e-02,-5.07144064e-01
4.334,7.63278229e-02,4.83740746e+04,-5.05734458e-01,1.37341357e-01,1.17117966e+02,2.06247106e-02,-5.09238198e-01
4.335,7.63122446e-02,4.83415798e+04,-5.05597162e-01,1.37250949e-01,1.17028323e+02,2.06518710e-02,-5.11334794e-01
4.336,7.62966854e-02,4.83091238e+04,-5.05459956e-01,1.37160618e-01,1.16938726e+02,2.06791305e-02,-5.13433848e-01
4.337,7.62811454e-02,4.82767067e+04,-5.05322841e-01,1.37070363e-01,1.16849173e+02,2.07064890e-02,-5.15535354e-01
4.338,7.62656243e-02,4.82443282e+04,-5.05185815e-01,1.36980186e-01,1.16759665e+02,2.07339467e-02,-5.17639305e-01
4.339,7.62501224e-02,4.82119884e+04,-5.05048880e-01,1.36890085e-01,1.16670202e+02,2.07615037e-02,-5.19745698e-01
